Name,BLength,BWidth,BDepth,Wing,Tarsus,Mass,PyS.Air,PyS.Ground,PyS.TreeCanopy,PyS.Bush,PyS.MidCanopy,PyS.Stream,PyS.Riverbed,PyS.Cliff,F.Air,F.Ground,F.Fruitingbody,F.Leaf,F.Bark,F.River?,F.Water,F.Moss,F.I,F.Flower,D.Vertebrates,D.Arthropod,D.Seed/Shoot?,D.Fruit,D.Omnivore,D.Nectar,H.forest,H.open,H.water
Treron_curvirostra,11.2,5.53,7.95,140.5,21.33,134.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Alophoixus_flaveolus,11.28,4.75,6.59,103.5,22.3,45.65,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Gampsorhynchus_rufulus,11.34,5.15,6.34,98,28.01,37,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Melanochlora_sultanea,11.38,5.42,14.46,108.57,24.4,37.6,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Cochoa_viridis,11.4,6.8,5.9,142,30.2,106.75,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Treron_sphenurus,11.58,6,6.28,178,23.33,210,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Chalcophaps_indica,11.77,3.61,4.42,150.8,26.27,121,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0
Copsychus_malabaricus,11.82,4.2,4.95,92.5,26.14,29.35,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Pericrocotus_flammeus,12.07,5.92,6.32,107,19.48,27.7,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Cutia_nipalensis,12.15,4.7,6,94.75,34.95,47.5,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Aethopyga_gouldiae,12.2,3.2,2.3,56,14,6.125,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0
Batrachostomus_hodgsoni,12.27,14.74,5.74,115.5,15.56,51,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Harpactes_erythrocephalus,12.4,8.66,10.53,153.5,17.08,80.3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Chrysococcyx_maculatus,12.41,5.29,5.06,107.5,19.59,24,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Carpodacus_sipahi,12.55,9.84,11.73,101.5,21.41,39.5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0
Enicurus_immaculatus,12.59,4.18,3.88,90,25.6,25.5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Malacocincla_abbotti,12.68,4,5.8,78,26.3,29.25,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Hemixos_flavala,12.75,5.21,5.39,97.25,19.05,32.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Lalage_melaschistos,12.76,6.23,6.07,118.5,21.81,43,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Columba_pulchricollis,12.98,5.6,5.68,203.08,25.37,330,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Trochalopteron_affine,13.01,4.92,5.81,105,39.07,73,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Cacomantis_merulinus,13.02,5.45,4.99,115.5,20.95,25.3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Enicurus_schistaceus,13.14,4.55,4.06,100,29.11,31,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Terpsiphone_paradisi,13.42,7.05,5.07,92.53,16.49,19.25,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Trochalopteron_squamatum,13.52,5.62,7.61,103,41.43,84,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Sitta_formosa,13.8,5,5.1,106,21.9,24.72372881,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Glaucidium_cuculoides,13.83,10.02,12.49,150.5,29.58,162.5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Trochalopteron_erythrocephalum,13.91,4.79,5.83,103,40.23,71.7,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dicrurus_aeneus,14.01,8.14,6.13,126.1,15.38,23.1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Sitta_cinnamoventris,14.03,4.63,4.8,81.75,19.88,19.6,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Cuculus_poliocephalus,14.12,6.1,6.03,147.55,15.89,47.5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dendrocopos_cathpharius,14.2,4.95,5.35,100.75,17.2,31,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Megalaima_australis,14.3,7.6,8.14,86.25,19.51,33.3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Monticola_rufiventris,14.37,5.56,6.09,122.7,28.03,53.2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Heterophasia_picaoides,15,4.53,4.87,118.5,28.05,42.4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Pitta_sordida,15.05,6.5,8.35,111,40.85,64.5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Enicurus_maculatus,15.1,4.48,4.55,106.5,29.47,41,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Hierococcyx_nisicolor,15.5,9.15,8,175,22.5,81.05,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Chloropsis_hardwickii,15.69,5.01,5.71,95.75,19.32,32.75,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Garrulax_albogularis,15.76,6.27,7.29,132.25,44.45,98.5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Heterophasia_pulchella,15.83,5.1,5.2,107,31.47,41,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Pomatorhinus_ruficollis,15.9,3.63,6,82.5,28.55,31.65,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Psarisomus_dalhousiae,15.9,12.93,9.5,101,27.7,67,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Aethopyga_saturata,15.95,3,3.1,52,14.55,5.3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0
Aethopyga_siparaja,15.95,3.7,2.85,62,14.7,6.7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0
Chloropsis_aurifrons,16.01,5.01,5.21,96.35,19.44,32.5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Tephrodornis_virgatus,16.13,6.98,7.43,118.75,20.66,37.8,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Garrulax_caerulatus,16.33,5.98,6.95,109.5,41.35,86,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Dicrurus_remifer,16.4,8.42,8.81,143,20.51,43.1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Aethopyga_nipalensis,16.65,3,3.1,54.5,16.1,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0
Garrulax_leucolophus,16.8,5.76,7.82,136.5,47.64,123.5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Ducula_badia,16.97,9.02,8.43,240.25,28.94,486,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Hypsipetes_leucocephalus,17.04,5.83,6.12,123.8,19.42,52.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Megalaima_asiatica,17.27,9.48,11,103.5,26.75,90.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Surniculus_lugubris,17.29,7.02,7.49,146,14.87,35,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Cuculus_saturatus,17.3,7.27,8.24,185.85,17.29,90.6,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Grammatoptila_striata,17.3,7.79,10.8,151,46.32,110.5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Acridotheres_tristis,17.46,7.77,9.23,144,41.94,116.6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
Sphenocichla_humei,17.5,4.5,6.7,73,28.1,34.1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Ducula_aenea,17.56,7.78,6.62,232,31.34,545,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Rimator_malacoptilus,17.65,2.9,3.35,60.5,24.5,19.5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dicrurus_annectens,17.8,9.89,9.28,145,20.94,44,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Megalaima_franklinii,17.95,10.2,11.18,103.85,26.87,63.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Ixos_mcclellandii,18.11,5.94,5.7,107.5,17.85,32.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Micropternus_brachyurus,18.2,7.25,7.95,131.5,21.3,69.5,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dicrurus_leucophaeus,18.21,9.09,9.1,142.5,18.62,37.6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Irena_puella,18.36,8.22,8.72,136.9,19.93,64.9,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Garrulax_monileger,18.42,6.44,7.54,129.5,41.79,84,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Pomatorhinus_ferruginosus,18.8,3.9,6.4,89.5,33.7,40,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Myophonus_caeruleus,18.85,7.05,9.78,172,52.13,158,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Hierococcyx_sparverioides,18.87,8.48,8.31,221.75,26.69,151,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Mycerobas_melanozanthos,19.24,17.06,20.23,132.5,25.32,62,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0
Gecinulus_grantia,19.3,8.6,8.4,130,25.3,76.5,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Garrulax_ocellatus,19.55,6.29,7.7,130.5,47.68,114,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Hydrornis_nipalensis,19.65,7.7,10.15,123,54,124,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Gracula_religiosa,20,10.39,11.75,168.5,36.19,192,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Phaenicophaeus_tristis,20.01,8.75,11.58,161,37.59,139,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Cuculus_micropterus,20.03,7.85,9.13,197.05,19.44,119,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dendrocopos_macei,20.4,6.3,6.4,108.75,18.58,40.6,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Pomatorhinus_schisticeps,20.93,4,6.8,98.5,34.05,43,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Garrulax_gularis,21.08,6.81,8.07,103.25,39.64,92,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dendrocitta_frontalis,21.24,11.48,14.65,133.75,29.84,97,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Oriolus_traillii,22.02,7.3,7.99,148.7,24.27,74,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Oriolus_xanthornus,22.07,8.01,8.23,140.88,26.11,56.3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Clamator_coromandus,22.3,9.08,9.37,161.55,25.67,77,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Picus_chlorolophus,22.55,7.6,7.6,139,23.15,67,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dendrocitta_formosae,22.75,11.79,14.31,138.8,30.12,94,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Garrulax_pectoralis,23.3,7.58,9.31,142.5,49.35,145.5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Urocissa_flavirostris,24.37,12.44,13.34,190,49.01,150.5,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dicrurus_paradiseus,25.32,11.1,12.84,170,29.48,71,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Cissa_chinensis,25.6,11.34,13.87,148.75,46.29,126.75,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Dicrurus_hottentottus,25.64,10.58,11.16,152.55,25.28,79.2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0
Psilopogon_lineatus,25.89,11.45,14.28,128.65,34.76,149,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Psittacula_alexandri,26.04,15.61,25.54,169,15.89,150.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Dendrocopos_darjellensis,28.13,9.06,7.4,133,23.75,71,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Picus_canus,28.3,9.65,9.35,141.5,28.95,137,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Chrysophlegma_flavinucha,29,10.15,10.1,171,28.9,177.25,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Psilopogon_virens,32.96,13.7,17.06,140.25,33.78,202,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Arachnothera_magna,35.95,6.1,5.3,94.25,21.7,30.7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0
Nucifraga_caryocatactes,35.96,14.84,15.62,218.13,43.08,197.0833333,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0
Blythipicus_pyrrhotis,36.45,9.35,11.3,148.5,26.5,132,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Nyctyornis_athertoni,37.05,9.45,10.56,131.55,17.83,92,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Chrysocolaptes_lucidus,41.2,11.7,12.7,179,30.5,142,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Halcyon_coromanda,42.04,14.93,14.47,106,15.81,77.5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,5
Pomatorhinus_superciliaris,43.15,2.7,5,77,31.35,28,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Mulleripicus_pulverulentus,47,13.25,13.75,240.5,40.2,461.5,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Anthracoceros_albirostris,126.94,37.61,79.83,300.5,59.72,786.75,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Rhyticeros_undulatus,183,51.79,81.07,480,67.98,2232.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Aceros_nipalensis,187,50.78,76.3,455,70.51,2385,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Buceros_bicornis,268,55.96,120,532.5,87.89,2798.5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
Cyornis_banyumas,NA,NA,NA,NA,NA,14.5,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
Liocichla_bugunorum,NA,NA,NA,NA,NA,37.2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
Accipiter_trivirgatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arborophila_mandellii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arborophila_rufogularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arborophila_torqueola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendrocopos_hyperythrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallus_gallus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ictinaetus_malaiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lophura_leucomelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nisaetus_nipalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernis_ptilorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyplectron_bicalcaratum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sibia_waldeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spilornis_cheela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tragopan_blythii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tragopan_temminckii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treron_apicauda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
